trigger_num,name,ra,dec,lii,bii,day_trigger,time,seconds_trigger,error_radius,earth_angle,overwrite,overwritten,max_cts_64,threshold_64,flux_64,flux_64_error,flux_64_time,max_cts_256,threshold_256,flux_256,flux_256_error,flux_256_time,max_cts_1024,threshold_1024,flux_1024,flux_1024_error,flux_1024_time,t50,t50_error,t50_start,t90,t90_error,t90_start,fluence_1,fluence_1_error,fluence_2,fluence_2_error,fluence_3,fluence_3_error,fluence_4,fluence_4_error,comments_quality,comments_otherobs,comments_general,comments_position,comments_duration
7063,GRB 980904-,125.99,-53.71,269.47,-9.24,11060,51060.36285,31350.305, 1.86,88.63,N,N,   4.439,  82, 13.8406,  0.4007,   0.0000,   2.370, 165,  3.7709,  0.1302,   0.1280,-999, 392,  0.9071,  0.0510,   0.5120,   0.064, 0.091,   -0.064,   0.128, 0.091,   -0.064,0.000000014973,0.0000000048265,0.000000022415,0.0000000037958,0.00000021389,0.000000011805,0.0000011609,0.0000001571,,,,,
7064,GRB 980904-,84.18,-9.75,213.35,-20.99,11060,51060.56224,48577.249, 2.90,98.8,N,N,   0.989,  88,  1.1723,  0.1990,   1.0880,   1.552, 176,  1.1019,  0.0972,   1.2160,   1.248, 364,  1.0269,  0.0481,   1.2800,   9.280, 0.202,    0.896,  41.088, 5.248,   -0.704,0.00000018067,0.000000016658,0.00000022154,0.000000013806,0.0000011034,0.000000042364,0.0000029389,0.00000062564,,,,,
7077,GRB 980910-,195.07,-21.15,305.69,41.67,11066,51066.70676,61064.417, 6.82,141.38,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7078,GRB 980910-,205.49,27.47,37.57,78.78,11066,51066.83497,72141.665, 3.20,137.29,N,N,   1.299,  77,  5.1177,  0.4159,   0.0000,   1.035, 143,  2.1240,  0.1746,   0.0640,   1.209, 364,  0.5959,  0.0797,   0.5120,   0.128, 0.091,   -0.128,   0.448, 0.091,   -0.448,0.000000016618,0.0000000049631,0.000000022663,0.0000000056963,0.0000001149,0.000000018012,0.000000048884,0.0000001567,,,,,
7087,GRB 980913,8.76,8.3,115.96,-54.35,11069,51069.2313,19984.097, 1.74,129.18,N,N,   1.277,  82,  1.4001,  0.1969,   2.5600,   1.966, 165,  1.2037,  0.0948,   2.7520,   2.298, 364,  1.1153,  0.0471,   3.0720,  15.616, 0.528,    3.776,  54.592, 7.428,    0.128,0.00000056803,0.000000025107,0.00000069708,0.000000022209,0.0000023674,0.000000060441,0.0000038228,0.00000072775,,,,,
7093,GRB 980917,320.2,58.37,98.14,6.04,11073,51073.25899,22376.481, 8.00,107.16,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7102,GRB 980918,134.7,26.88,199.01,38.68,11074,51074.57636,49797.857,11.21,134.07,N,N,,,  2.5227,  0.2253,   0.1280,,,  1.6025,  0.1017,   0.2560,,,  0.5388,  0.0434,   0.5120,   0.218, 0.025,    0.005,   0.399, 0.612,   -0.131,0.000000013691,0.0000000033316,0.000000015412,0.0000000032029,0.00000010488,0.0000000095283,0.00000024437,0.00000013987,,,,,
7103,GRB 980919,309.29,78.29,111.67,21.47,11075,51075.81174,70134.241, 3.89,117.08,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7106,GRB 980920,199.18,-6.27,314.23,56.05,11076,51076.55475,47930.337, 9.98,99.23,N,N,,,  1.6710,  0.2225,   0.0000,,,  1.3933,  0.1070,   0.1920,,,  0.5166,  0.0467,   0.5760,   0.200, 0.026,   -0.057,   0.523, 0.222,   -0.256,0.000000013269,0.0000000045396,0.000000012722,0.0000000033586,0.00000010875,0.000000010099,0.0000011373,0.00000021354,,,,,
7108,GRB 980921,202.47,21.53,2.4,79.61,11077,51077.43989,38006.497, 4.16,89.56,N,N,   0.881,  77,  0.9625,  0.1797,   0.4480,   1.203, 154,  0.9376,  0.0889,   0.4480,   1.368, 420,  0.7989,  0.0434,   0.5760,  92.096,27.136,    0.064, 157.120,21.121,   -1.472,0.00000010643,0.000000010518,0.00000012882,0.0000000087338,0.00000054455,0.000000025013,0.00000050815,0.00000026136,,,,,
7110,GRB 980922-,258.95,5.07,26.33,23.55,11078,51078.23765,20532.961, 5.62,107.03,N,N,   0.725,  88,  1.0125,  0.1881,   3.4560,-999, 176,  0.8836,  0.0888,   3.3280,   1.591, 420,  0.6646,  0.0429,   3.8400,  41.984, 2.894,    5.376,  78.208,11.013,   -0.960,0.00000037082,0.000000030304,0.00000027962,0.000000030451,0.000001782,0.00000008874,0.00000081551,0.00000093226,,,,,
7111,GRB 980922-,58.14,41.69,155.47,-9.46,11078,51078.97741,84448.481, 4.13,156.01,N,N,,,  1.5225,  0.2020,  15.6800,,,  1.3588,  0.1021,  15.8720,,,  0.9228,  0.0488,  16.2560,,,,,,,0.0000015664,0.00000010439,0.0000013778,0.000000081127,0.0000015873,0.00000021038,0,0.0000013096,,,,,
7113,GRB 980923,76.95,-80.6,293.07,-30.89,11079,51079.84083,72647.521, 1.13,100.39,N,N,  26.239,  88, 54.0203,  0.8337,  19.7120,  44.805, 176, 49.2305,  0.4002,  19.7760,  44.750, 420, 36.0687,  0.1724,  20.3520,  15.040, 0.091,   16.192,  33.024, 0.091,    4.608,0.000020721,0.000000053784,0.000033014,0.000000063676,0.00013913,0.00000019275,0.00028794,0.0000015774,,,,,
7116,GRB 980924,65.95,-26.05,224.33,-42.88,11080,51080.62804,54262.497, 1.49,130.91,N,N,   1.527,  88,  1.2530,  0.2246,   1.0880,   2.239, 176,  1.0088,  0.1103,   1.2160,   2.359, 364,  0.8367,  0.0547,   1.4720,   2.624, 0.528,    0.512,  20.224,11.195,   -2.048,0.0000004586,0.000000024101,0.00000020417,0.000000010464,0.000000067283,0.000000023603,0.00000016554,0.00000039073,,,,,
7130,GRB 980928,255.77,49.51,76.09,37.59,11084,51084.46713,40359.649, 5.97,129.34,N,Y,   0.766,  88,  0.8582,  0.2106,  -0.4480,   1.154, 176,  0.5888,  0.1013,  -0.4480,   1.321, 448,  0.5217,  0.0504,  -0.1280,  22.272, 1.101,    0.256,  52.672, 3.238,   -7.168,0.00000044187,0.000000041028,0.00000028642,0.000000026902,0.000000455,0.000000072453,0,0.00000084208,,,,,
7133,GRB 980929,166.25,-22.99,273.23,33.67,11085,51085.91085,78697.377, 1.90,96.64,N,N,,,  4.0861,  0.2619,   0.1280,,,  3.3529,  0.1221,   0.1920,,,  2.2744,  0.0551,   0.8960,   0.665, 0.060,    0.064,   1.079, 0.370,   -0.074,0.000000045104,0.0000000034721,0.000000082943,0.0000000040347,0.00000042567,0.000000012573,0.00000080141,0.00000011398,,,,,
7142,GRB 981005,275.24,44.05,71.86,23.69,11091,51091.75031,64826.529, 1.22,95.64,N,N,,,  5.8125,  0.2849,   0.0640,,,  5.0105,  0.1337,   0.1920,,,  3.9268,  0.0622,   0.9600,   0.643, 0.064,    0.125,   0.969, 0.064,   -0.009,0.000000038486,0.0000000043698,0.000000094132,0.0000000048029,0.00000092009,0.000000015017,0.000001612,0.00000011276,,,,,
7147,GRB 981009-,188.42,36.62,143.45,79.79,11095,51095.04757, 4110.049, 1.61,120.45,N,N,   1.289,  71,  1.1156,  0.2178,   2.2400,   2.017, 143,  0.9253,  0.1066,   1.4080,   3.531, 286,  0.8448,  0.0526,   2.2400,  13.952, 0.405,    1.728,  22.464, 0.792,   -1.600,0.00000063355,0.000000027875,0.00000077996,0.000000025339,0.00000127,0.000000065282,0.00000054551,0.00000055903,,,,,
7148,GRB 981009-,264,-16.37,9.57,8.48,11095,51095.89538,77361.121, 8.60,126.36,N,N,   1.174,  66,  0.8737,  0.2100,  -0.1920,   1.777, 132,  0.8333,  0.1033,   0.0000,   5.557, 286,  0.3739,  0.0478,   0.5120,   0.229, 0.082,   -0.320,   1.177, 0.225,   -1.152,0.0000000064453,0.000000004395,0.000000011444,0.0000000034614,0.00000007189,0.00000001058,0.00000059394,0.00000017893,,,,,
7150,GRB 981011,37.91,-60.07,282.44,-52.89,11097,51097.81662,70556.385, 1.70,78.12,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7156,GRB 981015-,287.82,-80.32,313.82,-27.54,11101,51101.20303,17541.857, 0.99,85.18,N,N,   0.739,  93,,,,   1.130, 187,,,,   1.623, 352,,,,,,,,,,,,,,,,,,,,,,
7157,GRB 981015-,121.54,20.19,202.1,25.15,11101,51101.54128,46766.817, 2.35,112.9,N,N,   0.611,  66,,,,-999, 121,,,,   1.076, 286,,,,,,,,,,,,,,,,,,,,,,
7159,GRB 981016,42.08,50.28,141.31,-8.37,11102,51102.70205,60656.737,14.22,97.85,N,N,   1.104,  77,  1.2165,  0.2497,   0.0000,-999, 154,  0.6857,  0.1177,   0.1920,-999, 286,  0.2032,  0.0550,   0.5760,   4.710, 5.763,   -4.480,  13.056,26.831,   -8.576,0.0000000067717,0.0000000033558,0.000000001135,0.0000000041197,0.000000057428,0.000000014312,0.000000581,0.00000020884,,,,,
7164,GRB 981020,243.92,-5.43,7.42,30.91,11106,51106.61565,53192.417, 9.30,143.53,N,N,,,  1.2206,  0.1888,   0.0000,,,  1.0488,  0.0916,   0.1280,,,  0.5349,  0.0429,   0.6400,   7.168, 1.032,   -7.168,  22.528, 5.160,  -20.480,0.000000032372,0.0000000047933,0.00000004031,0.0000000041336,0.000000056421,0.000000010204,0,0.00000012805,,,,,
7167,GRB 981021-,133.7,57.74,159.06,38.99,11107,51107.40033,34588.641, 4.65,86.37,N,N,   0.808,  66,  1.0464,  0.1871,   0.3200,   1.058, 121,  0.9246,  0.0911,   0.0640,   1.450, 264,  0.6906,  0.0442,   0.5120,  27.392, 3.430,   -4.352,  51.712, 3.851,  -13.568,0.00000036808,0.000000026725,0.00000035661,0.000000025581,0.00000072704,0.000000075966,0,0.00000063298,,,,,
7170,GRB 981021-,357.16,1.67,92.73,-57.47,11107,51107.96403,83292.321, 1.73,73.08,N,N,  14.351,  71, 14.4239,  0.4326,   4.0320,  23.731, 143, 13.7072,  0.2132,   4.0960,  44.864, 286, 11.2531,  0.0963,   4.1600,  88.128, 0.202,    3.072,  99.584, 0.264,    0.768,0.0000025985,0.000000030883,0.0000039783,0.000000034399,0.000018571,0.0000001098,0.00012526,0.0000019352,,,,,
7172,GRB 981022-,14.89,48.92,124.31,-13.93,11108,51108.75142,64922.337, 1.01,94.55,N,N,   5.115,  60,  7.0835,  0.3417,   0.8960,   8.577, 121,  6.3518,  0.1642,   0.8960,  11.120, 242,  5.1380,  0.0758,   1.4720,   2.496, 0.143,    0.576,  27.648, 1.675,   -0.960,0.00000052983,0.000000013492,0.00000049764,0.000000011618,0.0000016914,0.000000031247,0.0000034513,0.00000034897,,,,,
7173,GRB 981022-,111.9,-5.03,221.57,5.7,11108,51108.96422,83308.705, 5.03,104.87,N,N,   2.591,  66,  2.5426,  0.2272,   0.0000,   3.369, 132,  1.4965,  0.0994,   0.4480,   3.508, 264,  0.8278,  0.0447,   0.5760,   0.364, 0.035,   -0.009,   0.966, 0.131,   -0.512,0.000000015045,0.0000000036121,0.000000020117,0.0000000030822,0.00000018636,0.000000010202,0.0000016896,0.0000002011,,,,,
7178,GRB 981027,339.94,-63.58,324.03,-47.8,11113,51113.97532,84267.745, 3.30,113.58,N,N,,,  1.5531,  0.2305,  -0.3840,,,  1.3752,  0.1135,   0.0640,,,  1.1289,  0.0555,   0.4480,  28.608, 7.182,  -25.600,  52.416, 5.574,  -37.888,0.0000012883,0.000000064789,0.0000009583,0.000000047378,0.0000010732,0.00000012679,0.0000012172,0.0000015218,,,,,
7183,GRB 981030,200.2,48.64,110.05,67.75,11116,51116.13024,11252.449, 6.11,143.29,N,N,   0.474,  66,  1.1456,  0.1900,  -0.5760,-999, 143,  1.0457,  0.0944,   0.0640,   1.242, 264,  0.8614,  0.0465,   0.1920,   4.992, 0.091,    0.192,   7.744, 1.218,   -0.320,0.00000021572,0.000000018524,0.00000017999,0.000000011803,0.00000016803,0.000000033941,0.00000020993,0.00000041715,,,,,
7185,GRB 981031,278.25,-24.57,8.94,-7.15,11117,51117.40399,34904.545, 1.13,112.08,N,N,,,  5.8478,  0.3205, 146.8160,,,  5.0941,  0.1539, 146.9440,,,  4.5347,  0.0742, 147.6480,  80.064, 0.792,   52.416, 147.456, 0.453,    1.088,0.0000043267,0.000000053991,0.000004427,0.000000051531,0.0000064041,0.00000012642,0,0.00000058698,,,,,
7187,GRB 981103,26.6,-42.24,269.89,-71.18,11120,51120.56974,49225.825, 3.84,123.59,N,N,   4.017,  60,  5.8337,  0.2999,   0.0000,   2.364, 121,  2.4258,  0.1204,   0.1280,   1.496, 242,  0.5496,  0.0502,   0.5760,   0.055, 0.024,   -0.056,   2.070, 1.408,   -2.048,0.000000012177,0.0000000037155,0.000000027371,0.0000000039014,0.000000085034,0.000000010355,0.0000001476,0.000000099503,,,,,
7188,GRB 981104,104.34,12.41,202.5,6.92,11121,51121.09445, 8160.225, 2.79,117.59,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7191,GRB 981105,171.08,-52.44,289.72,8.18,11122,51122.05983, 5169.633, 7.16,96.1,N,N,,,  1.2702,  0.2108,  -0.0640,,,  0.9437,  0.1028,   0.1280,,,  0.5853,  0.0494,   0.3840,  12.096, 3.746,   -4.864,  44.928,19.191,  -15.104,0.000000021423,0.0000000055243,0.000000018076,0.0000000041409,0.00000012317,0.000000013669,0.00000010269,0.00000015028,,,,,
7206,GRB 981110,168.94,-44.6,285.54,15.02,11127,51127.95323,82359.009, 4.24,148.44,N,N,   0.779,  66,  1.1276,  0.1898,   0.7040,   1.337, 132,  0.9161,  0.0926,   0.7680,   2.129, 264,  0.8411,  0.0459,   1.0240,   4.608, 0.730,   -0.192,  20.544, 6.618,   -3.072,0.00000019247,0.000000012121,0.00000021067,0.000000011261,0.00000053816,0.000000033032,0.0000011487,0.0000004369,,,,,
7207,GRB 981111-,110.88,65.59,150.49,27.81,11128,51128.28033,24220.897, 1.49,92.07,N,N,   2.198,  66,  3.0732,  0.2369,   5.5680,   3.798, 132,  2.7571,  0.1150,   5.6960,   3.629, 264,  1.5432,  0.0500,   7.6160,   8.960, 0.326,    6.464,  24.192, 0.466,    1.408,0.00000051952,0.000000018684,0.00000071054,0.000000018808,0.0000016794,0.000000050342,0.00000079065,0.00000045966,,,,,
7209,GRB 981111-,248.13,48.06,74.57,42.69,11128,51128.58404,50461.409, 2.46,81.35,N,N,   1.237,  77,  1.5257,  0.2047,   3.3280,   1.493, 154,  1.3053,  0.0989,   3.4560,   2.321, 286,  1.0830,  0.0485,   3.9040,   7.040, 0.231,   -1.088,  46.272, 9.273,   -6.144,0.00000027798,0.000000016363,0.00000046933,0.000000017373,0.0000013509,0.000000051844,0.000000099509,0.00000037241,,,,,
7213,GRB 981117,294.94,-1.3,37.33,-11.34,11134,51134.28384,24523.489, 3.22,167.86,N,N,   0.617,  60,  0.8989,  0.1907,  -1.3440,-999, 121,  0.7534,  0.0931,  -0.7040,   1.339, 242,  0.6352,  0.0459,   0.0640,  33.664, 3.138,  -30.720,  61.120, 4.036,  -47.104,0.00000086172,0.000000056899,0.00000066785,0.000000043652,0.0000010576,0.00000010428,0.0000048465,0.0000017203,,,,,
7219,GRB 981121,15.51,42.33,125.02,-20.5,11138,51138.05992, 5177.057, 1.09,74.99,N,N,   0.790,  66,  1.3322,  0.2114,  26.4320,   1.251, 132,  1.2160,  0.1048,  27.9040,   2.169, 264,  1.0009,  0.0512,  26.8160,  22.528, 0.551,    4.608,  53.952, 1.319,  -11.264,0.0000010747,0.00000003828,0.0000016897,0.000000035057,0.000005319,0.000000087374,0.0000030258,0.00000067246,,,,,
7227,GRB 981124,342.83,-52.56,336.03,-56.15,11141,51141.83366,72028.449, 3.28,86.44,N,N,,,  2.2037,  0.2264,   0.0640,,,  1.3728,  0.1030,   0.1280,,,  0.3963,  0.0455,   0.5760,   0.044, 0.025,    0.003,   0.092, 0.042,   -0.013,0.0000000050362,0.000000003296,0.000000011659,0.000000003385,0.000000080677,0.000000010123,0.000000087616,0.000000095308,,,,,
7228,GRB 981125-,254.63,29.87,51.47,36.31,11142,51142.35169,30385.889, 0.94,142.15,N,N,,,  2.9216,  0.2859,   3.5200,,,  2.5678,  0.1412,   3.6480,,,  2.1769,  0.0684,   4.0320,  16.640, 3.721,    1.920,  99.584,14.615,   -5.120,0.00000084277,0.000000040711,0.0000011049,0.000000038565,0.0000028038,0.00000013023,0.0000021717,0.000001407,,,,,
7230,GRB 981125-,202.31,61.86,115.23,54.7,11142,51142.87942,75981.729, 0.88,117.9,N,N,   2.217,  60,  2.8860,  0.2586,  15.8080,   3.320, 121,  2.5755,  0.1280,  15.8080,   5.223, 264,  2.2888,  0.0625,  16.5120,  13.952, 0.773,    6.400,  45.248, 2.819,    0.128,0.0000004713,0.000000027861,0.00000061457,0.000000019873,0.0000024972,0.000000051409,0.0000066708,0.0000005861,,,,,
7231,GRB 981126,83.83,-11.82,215.21,-22.17,11143,51143.37147,32094.945, 3.81,153.74,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7233,GRB 981127,155.51,-41.42,275.07,13.23,11144,51144.63244,54642.401, 2.56,154.29,N,N,   0.651,  66,  1.1585,  0.2080,   0.7680,-999, 132,  0.8748,  0.1011,   0.9600,   1.477, 264,  0.6898,  0.0495,   1.1520,,,,,,,0.0000007813,0.000000058197,0.00000055002,0.000000037317,0.00000089989,0.00000010509,0,0.0000012576,,,,,
7236,GRB 981128,131.69,39.35,182.73,38.39,11145,51145.80285,69366.497, 2.97,92.91,N,N,,,  1.7400,  0.1994,  79.1040,,,  1.7078,  0.0990,  79.2960,,,  1.5128,  0.0482,  79.7440,,,,,,,0.0000026081,0.000000046271,0.0000026561,0.000000040443,0.000007938,0.00000011162,0.0000082797,0.0000013067,,,,,
7238,GRB 981129,100.93,-14.47,225.04,-8.22,11146,51146.6558,56660.897, 4.55,132.85,N,N,   1.450,  60,  1.8953,  0.2101,   0.0000,   1.226, 132,  1.4103,  0.0987,   0.1920,   3.814, 264,  0.4461,  0.0441,   0.5120,,,,,,,0.00000001238,0.0000000041959,0.000000018399,0.0000000035573,0.000000083663,0.0000000092684,0.00000019427,0.00000009689,,,,,
7240,GRB 981130,348.93,-12.83,60.76,-63.44,11147,51147.03686, 3184.865, 0.87,150.25,N,N,  10.210,  66, 12.9959,  0.4681,   3.0720,  13.252, 132, 11.2344,  0.2195,   3.2000,  11.735, 264,  5.3004,  0.0821,   3.7760,   2.240, 0.091,    1.024,   3.072, 0.143,    0.640,0.00000012243,0.0000000080141,0.00000028792,0.0000000098495,0.0000017605,0.000000030886,0.0000088815,0.00000037995,,,,,
7244,GRB 981201,324.24,-16.06,36.38,-43.75,11148,51148.87329,75451.873, 4.13,144.85,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7247,GRB 981203-,161.46,32.91,193.21,62.31,11150,51150.04112, 3552.993, 0.54,110.19,N,N,   3.299,  66,  4.5031,  0.2724,  35.0080,   5.997, 132,  4.1625,  0.1331,  35.0080,  10.428, 264,  3.5179,  0.0634,  35.1360,  64.384, 0.668,   28.416, 180.736, 4.290,   11.072,0.000002243,0.000000044612,0.000004308,0.000000047716,0.000020801,0.00000013749,0.00015577,0.0000022604,,,,,
7248,GRB 981203-,293.34,-27.24,12.05,-20.65,11150,51150.30394,26260.193, 0.63,109.06,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7250,GRB 981205,90.99,43.73,168.93,10.54,11152,51152.23709,20484.321, 0.86,96.31,N,N,   1.228,  71,  2.8472,  0.2531,   5.9520,   2.243, 143,  2.6427,  0.1248,   6.0160,   3.101, 286,  2.3744,  0.0609,   6.3360,  56.448, 1.042,  -48.640, 106.560, 4.783,  -72.192,0.0000032548,0.00000007331,0.0000037907,0.000000065764,0.0000068674,0.00000017928,0.0000034911,0.0000015928,,,,,
7252,GRB 981210,351.58,-18.77,51.57,-68.74,11157,51157.56655,48950.241, 4.67,92.27,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7255,GRB 981211,332.52,-9.73,49.69,-48.22,11158,51158.85392,73778.913, 0.55,143.4,N,N,,,  5.3910,  0.2919,   7.8720,,,  5.2890,  0.1442,   8.1920,,,  4.8944,  0.0702,   8.3200,   4.416, 0.091,    4.416,  10.304, 0.231,    0.896,0.00000096404,0.000000020662,0.0000019604,0.000000024084,0.0000075287,0.000000068816,0.0000066596,0.00000057476,,,,,
7263,GRB 981215,194.73,23.24,326.86,85.76,11162,51162.58987,50964.705, 2.39,124.6,N,N,   0.952,  60,  1.0414,  0.2012,   0.5120,   1.614, 121,  0.9130,  0.0979,   0.6400,   2.380, 242,  0.8560,  0.0484,   1.3440,   9.344, 1.739,    0.960,  53.184,21.273,   -9.728,0.00000027154,0.000000022974,0.00000024574,0.000000018772,0.00000075569,0.000000048069,0.0000039208,0.00000080954,,,,,
7270,GRB 981219,218.9,-43.61,322.18,15.34,11166,51166.39292,33948.385, 1.95,122.77,N,N,,,  1.5567,  0.1997, 504.5760,,,  1.2687,  0.0964, 504.7040,,,  0.8995,  0.0456, 198.9120,,,,,,,0.0000017867,0.00000011372,0.0000026117,0.0000000848,0.0000092746,0.00000025056,0.0000088607,0.0000025821,,,,,
7272,GRB 981221-,286.58,-9.87,25.78,-7.76,11168,51168.0414, 3576.545, 2.45,134.3,N,N,   0.851,  71,,,,   1.032, 143,,,,   1.356, 264,,,,,,,,,,,,,,,,,,,,,,
7273,GRB 981221-,283.68,3.61,36.52,0.92,11168,51168.10483, 9057.505, 2.81,128.53,N,N,  12.211,  66,,,,   9.583, 132,,,,   5.174, 242,,,,,,,,,,,,,,,,,,,,,,
7274,GRB 981221-,150.38,24.53,207.03,51.86,11168,51168.73444,63455.713, 1.51,111.96,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7277,GRB 981223,191.94,12.51,299.38,75.36,11170,51170.50781,43875.041, 0.24,69.7,N,N,   3.543,  55,  7.4412,  0.3141,  25.6000,   5.791, 110,  6.4647,  0.1496,  25.7280,   9.509, 242,  5.2430,  0.0699,  25.7280,,,,,,,0.0000041453,0.000000037099,0.0000039736,0.000000028912,0.0000088458,0.00000006859,0.000005908,0.00000053786,,,,,
7281,GRB 981226,267.15,-24.4,4.23,1.78,11173,51173.44935,38824.161, 1.84,89.93,Y,N,   9.133,  60, 16.8377,  0.4239,   0.1280,   1.237,-999, 15.0592,  0.2018,   0.2560,-999,-999,  7.3842,  0.0780,   0.8320,   0.576, 0.091,    0.064,   1.664, 0.143,   -0.064,0.00000031581,0.0000000087085,0.00000044451,0.0000000074906,0.0000012429,0.000000019651,0.0000010819,0.00000013698,,,,,
7283,GRB 981227,112.39,38.38,180.39,23.49,11174,51174.78121,67496.417, 6.76,164.1,N,N,,,  1.6708,  0.2287,   0.3200,,,  1.4810,  0.1107,   0.1920,,,  0.8143,  0.0507,   0.6400,   0.296, 0.033,    0.072,   0.767, 0.456,   -0.046,0.0000000056524,0.0000000033711,0.000000026099,0.0000000041687,0.00000018683,0.000000013859,0.00000043711,0.00000014793,,,,,
7285,GRB 981228,285.76,31.31,62.4,11.45,11175,51175.51639,44616.417, 1.01,72.86,N,N,,,  2.4479,  0.2704,   0.8320,,,  2.2472,  0.1320,   0.9600,,,  2.0071,  0.0644,   1.2800,  55.104, 1.319,  -26.624, 156.096, 1.590,  -77.824,0.0000017877,0.000000077775,0.0000028396,0.000000077339,0.0000062254,0.00000021825,0.000011983,0.0000025061,,,,,
7287,GRB 981229,326.69,61.42,102.63,6.06,11176,51176.39104,33785.761, 8.11,83.31,N,N,,,  6.3173,  1.0217,   0.0000,,,  2.0645,  0.1234,   0.1920,,,  0.5479,  0.0545,   0.5120,   0.061, 0.039,   -0.049,   1.606, 2.464,   -1.344,0.000000012173,0.0000000037299,0.000000014043,0.0000000040195,0.00000012571,0.000000012442,0.00000051919,0.00000020738,,,,,
7289,GRB 981230,43.7,9.31,166.58,-42.87,11177,51177.93745,80996.001,18.35,107.06,N,N,,,,,,,,,,,,,,,,   0.132, 0.065,   -0.072,   0.878, 0.582,   -0.768,,,,,,,,,,,,,
7290,GRB 981231-,90.62,0.03,207.26,-10.86,11178,51178.04728, 4085.345, 1.74,86.18,N,N,   3.838,  66,  3.4757,  0.2595,   0.1280,   6.889, 132,  3.3479,  0.1281,   0.3200,   6.254, 264,  2.2780,  0.0570,   0.8960,   0.406, 0.020,    0.149,   6.287, 1.408,   -0.015,0.000000036822,0.0000000048245,0.000000055311,0.0000000051048,0.00000054248,0.000000015801,0.0000060036,0.0000002645,,,,,
7292,GRB 981231-,335.68,-51.75,341.22,-52.85,11178,51178.96412,83300.001, 7.24,129.76,N,N,   3.369,  66,  3.6048,  0.2473,   0.0640,   1.650, 132,  2.6449,  0.1125,   0.1920,   2.064, 264,  0.7731,  0.0446,   0.5120,   0.125, 0.011,   -0.016,   0.262, 0.037,   -0.060,0.000000012017,0.0000000035377,0.000000018008,0.0000000030382,0.00000016684,0.0000000099459,0.000000055945,0.000000076594,,,,,
7293,GRB 990102-,277.38,39.33,67.49,20.78,11180,51180.21293,18396.921, 0.61,109.77,N,N,,,  3.0575,  0.2333,   3.7760,,,  2.9467,  0.1148,   3.3280,,,  2.8734,  0.0569,   3.8400,  14.080, 0.264,    4.288,  47.872, 2.881,    1.024,0.00000083172,0.000000034668,0.0000018835,0.00000003878,0.0000063503,0.00000010161,0.0000010516,0.00000060812,,,,,
7294,GRB 990102-,218.35,-24.04,330.96,33.22,11180,51180.39845,34425.721, 6.93,118.15,N,N,,,  3.2593,  0.3050,   0.0640,,,  2.3167,  0.1269,   0.1920,,,  0.5853,  0.0535,   0.5120,   0.077, 0.008,    0.003,   0.154, 0.012,   -0.034,0.000000011333,0.0000000045019,0.0000000072945,0.0000000036865,0.00000015413,0.000000012723,0.000001018,0.00000029608,,,,,
7295,GRB 990102-,203.48,2.74,327.37,63.58,11180,51180.57776,49918.457, 0.58,153.15,N,N,   1.959,  71,  3.4959,  0.3462,   2.0480,   3.615, 143,  3.2569,  0.1694,   2.2400,   9.614, 286,  3.1915,  0.0842,   2.8800,  19.520, 0.707,    3.328,  73.792,12.29,    0.384,0.0000014241,0.00000006107,0.0000014266,0.000000050095,0.0000071707,0.00000014798,0.000012323,0.0000016973,,,,,
7297,GRB 990103,140.07,76.39,136.11,34.74,11181,51181.40946,35377.145, 9.53,120.78,N,N,   0.916,  71,  1.0358,  0.2008,  -0.1280,   1.196, 143,  0.8179,  0.0974,   0.0640,   1.521, 286,  0.5975,  0.0468,   0.5760,   0.438, 0.068,   -0.113,   1.141, 0.485,   -0.512,0.0000000064135,0.0000000041172,0.000000020521,0.0000000046817,0.00000012825,0.000000014325,0.00000065662,0.00000020401,,,,,
7298,GRB 990104-,191.71,-33.4,301.83,29.46,11182,51182.09294, 8029.945, 1.39,165.14,N,N,   1.102,  71,  2.0570,  0.2569,   0.8320,   1.829, 143,  1.8126,  0.1254,   1.4720,   2.608, 308,  1.5508,  0.0612,   1.4720,   4.160, 0.389,   -0.320,  18.944, 2.405,   -3.072,0.00000055918,0.000000025703,0.00000035396,0.000000017923,0.00000099643,0.000000052954,0.0000016287,0.000000713,,,,,
7301,GRB 990104-,129.96,1.19,224.93,24.51,11182,51182.66845,57753.721, 0.89,171.58,N,N,  65.936,  77, 86.5344,  0.9337, 167.5520,  97.622, 154, 78.4035,  0.4455, 167.6800, 113.435, 286, 66.6964,  0.2066, 168.4480,   9.792, 0.091,  161.280, 174.464, 0.202,   15.936,0.000032189,0.000000082952,0.000037188,0.000000074026,0.00012977,0.0000001999,0.0004122,0.0000021057,,,,,
